,username,tweetcreatedts,text,english
333,JagaKehidupan,2021-11-14 16:29:20,"Idris (65) dan Yatimah (69) warga Kaliawi, Tanjungkarang Pusat, Bandar Lampung, meninggal dunia usai menerima vaksin covid-19 di lingkungan RT 04 pada Sabtu, 23 Oktober 2021 lalu.

#vaksin #vaksinasiturunkancovid
#bandarlampung #lampostco
https://t.co/9lm9CQCTy4","Idris (65) and Yatimah (69) Sitans Kaliawi, Tanjungkarang Center, Bandar Lampung, died after receiving the Covid-19 vaccine in the neighborhood of RT 04 on Saturday, October 23, 2021.

#VAKSIN #VAKSInasitureascovid
#BandarLampung #Lampostco.
https://t.co/9LM9CQCTY4."
334,andrebung86,2021-11-14 15:51:09,"Idris (65) dan Yatimah (69) warga Kaliawi, Tanjungkarang Pusat, Bandar Lampung, meninggal dunia usai menerima vaksin covid-19 di lingkungan RT 04 pada Sabtu, 23 Oktober 2021 lalu.

#vaksin #vaksinasiturunkancovid
#bandarlampung #lampostco
https://t.co/9lm9CQCTy4","Idris (65) and Yatimah (69) Sitans Kaliawi, Tanjungkarang Center, Bandar Lampung, died after receiving the Covid-19 vaccine in the neighborhood of RT 04 on Saturday, October 23, 2021.

#VAKSIN #VAKSInasitureascovid
#BandarLampung #Lampostco.
https://t.co/9LM9CQCTY4."
335,AbdeeProklamasi,2021-11-14 15:49:12,"Idris (65) dan Yatimah (69) warga Kaliawi, Tanjungkarang Pusat, Bandar Lampung, meninggal dunia usai menerima vaksin covid-19 di lingkungan RT 04 pada Sabtu, 23 Oktober 2021 lalu.

#vaksin #vaksinasiturunkancovid
#bandarlampung #lampostco
https://t.co/9lm9CQCTy4","Idris (65) and Yatimah (69) Sitans Kaliawi, Tanjungkarang Center, Bandar Lampung, died after receiving the Covid-19 vaccine in the neighborhood of RT 04 on Saturday, October 23, 2021.

#VAKSIN #VAKSInasitureascovid
#BandarLampung #Lampostco.
https://t.co/9LM9CQCTY4."
336,ElfizaEnny,2021-11-14 15:39:22,"Idris (65) dan Yatimah (69) warga Kaliawi, Tanjungkarang Pusat, Bandar Lampung, meninggal dunia usai menerima vaksin covid-19 di lingkungan RT 04 pada Sabtu, 23 Oktober 2021 lalu.

#vaksin #vaksinasiturunkancovid
#bandarlampung #lampostco
https://t.co/9lm9CQCTy4","Idris (65) and Yatimah (69) Sitans Kaliawi, Tanjungkarang Center, Bandar Lampung, died after receiving the Covid-19 vaccine in the neighborhood of RT 04 on Saturday, October 23, 2021.

#VAKSIN #VAKSInasitureascovid
#BandarLampung #Lampostco.
https://t.co/9LM9CQCTY4."
337,awbtuban,2021-11-14 15:37:16,"Idris (65) dan Yatimah (69) warga Kaliawi, Tanjungkarang Pusat, Bandar Lampung, meninggal dunia usai menerima vaksin covid-19 di lingkungan RT 04 pada Sabtu, 23 Oktober 2021 lalu.

#vaksin #vaksinasiturunkancovid
#bandarlampung #lampostco
https://t.co/9lm9CQCTy4","Idris (65) and Yatimah (69) Sitans Kaliawi, Tanjungkarang Center, Bandar Lampung, died after receiving the Covid-19 vaccine in the neighborhood of RT 04 on Saturday, October 23, 2021.

#VAKSIN #VAKSInasitureascovid
#BandarLampung #Lampostco.
https://t.co/9LM9CQCTY4."
338,didienAZHAR,2021-11-14 15:36:04,"Idris (65) dan Yatimah (69) warga Kaliawi, Tanjungkarang Pusat, Bandar Lampung, meninggal dunia usai menerima vaksin covid-19 di lingkungan RT 04 pada Sabtu, 23 Oktober 2021 lalu.

#vaksin #vaksinasiturunkancovid
#bandarlampung #lampostco
https://t.co/9lm9CQCTy4","Idris (65) and Yatimah (69) Sitans Kaliawi, Tanjungkarang Center, Bandar Lampung, died after receiving the Covid-19 vaccine in the neighborhood of RT 04 on Saturday, October 23, 2021.

#VAKSIN #VAKSInasitureascovid
#BandarLampung #Lampostco.
https://t.co/9LM9CQCTY4."
339,PelancongTua,2021-11-14 15:14:22,"Kata Pemangku Kuasa :
Suka2 kami dong klean Jelata
jgn ngeluh2 aja: #Lapar ya #Kerja
#Sakit ya #BPJS 
Msh maksa? mau di Km50 kan?
Mau di SLAPP? Mau di Tikam
(purak2) #ODGJ atau mau di target (jadi) #Teroris2an.Udah gratis #Vaksin. Kami nyari ""dikit""
cuma Rp 10 T, klean ribut. https://t.co/X9y2vGgjNg","Power Stickers:
Like us Dong Klean Land
Just don't just comply: #Lapar yes # work
#Sakit yes #bpjs.
Msh forced?Want at KM50 right?
Want to be in SLAPP?Want to be stiked
(Purak2) #ODGJ or want to be targeted (finished) # terrorist. It's free #Vaksin.We're looking for ""a little""
Only Rp. 10 T, Klean is noisy.https://t.co/x9y2Vggjng."
340,serambinews,2021-11-14 15:00:11,"#VAKSINASI
#VAKSINSINOVAC
#ACEHUTARA

Vaksin tersebut langsung didistribusikan setelah diterima kepada puskesmas dalam wilayah hukum Polres Lhokseumawe. 

https://t.co/ckwy0y4OI8","# Vaccination
#VakSinSinovac
#Amehutara

The vaccine was immediately distributed after being received to the Puskesmas in the Lhokseumawe Regional Police Law.

https://t.co/ckwy0y4oi8."
341,variablxy,2021-11-14 11:36:21,"Menlu Indonesia #RetnoMarsudi menegaskan pentingnya untuk berbagi #Vaksin sebanyak dan sesegera mungkin.

Baca selengkapnya 👇
https://t.co/akHMAYd4Ga","Indonesian Foreign Minister #Retnomarsudi stressed the importance of sharing as much #Vaksin and as soon as possible.

Read more 👇
https://t.co/akhmayd4Ga."
342,SyarifahSaad86,2021-11-14 11:26:39,"Sehingga kini, Program Imunisasi COVID-19 Kebangsaan (PICK) berjaya memberi vaksin kepada lebih 95 peratus populasi dewasa dan lebih 66 peratus populasi remaja.

@IsmailSabri60 @KKMPutrajaya @HishammuddinH2O

#COVID19 #AirTimes #PICK #Vaksin #Malaysia… https://t.co/XbzvOv21zo","To date, the National COVID-19 Immunization Program (PICK) has been able to vaccinate over 95 percent of adult populations and over 66 percent of teenage populations.

@ Ismailsabri60 @kkmputrajaya @ hishammuddinh2o

# COVID19 #AIRTIMES #PICK #VAKSIN # Malaysia ... https://t.co/xbzvov21zo"
343,lampostco,2021-11-14 11:01:56,"Idris (65) dan Yatimah (69) warga Kaliawi, Tanjungkarang Pusat, Bandar Lampung, meninggal dunia usai menerima vaksin covid-19 di lingkungan RT 04 pada Sabtu, 23 Oktober 2021 lalu.

#vaksin #vaksinasiturunkancovid
#bandarlampung #lampostco
https://t.co/9lm9CQCTy4","Idris (65) and Yatimah (69) Sitans Kaliawi, Tanjungkarang Center, Bandar Lampung, died after receiving the Covid-19 vaccine in the neighborhood of RT 04 on Saturday, October 23, 2021.

#VAKSIN #VAKSInasitureascovid
#BandarLampung #Lampostco.
https://t.co/9LM9CQCTY4."
344,alif_dono,2021-11-14 10:26:40,"Mantaps nih @yamahaindonesia @yamahajateng @yamahajatengDIY , warga di #vaksin #Covid_19 dpt undian motor. https://t.co/PPu45LKcuH","Mantaps nih @yamahaIndonesia @yamahateng @yamahatenengdiy, residents in #VAKSIN # COVID_19 Get Motorbike Lottery.https://t.co/ppu45lkcuh."
345,axientnemy,2021-11-14 09:30:04,info vaksin dosis kedua astrazenecea daerah bekasi donggg #infovaksin #vaksincovid #ayovaksin,Info on the second dose vaccine astrazenecea area of Bekasi Dongg #Infovaksin #VaksinCovid #Ayovaxin
346,nyai_bawi,2021-11-14 05:48:20,Ayo kita ikuti aturan PPKM dan Dukung Program Vaksinasi. #vaksìncovid19 #ppkm #lawancovid19 #vaksinasinasional https://t.co/FoXiBYWfae,"Come on, we follow the PPKM rules and support the vaccination program.# vaksìncovid19 #ppkm # Lawancovid19 #VakSinasinational https://t.co/FoxibyWFAE"
347,validnewsid,2021-11-14 05:30:00,"Menurut data WHO, baru 6 persen dari populasi di Afrika mendapatkan vaksin lengkap.
#WHO #Vaksin #skandal #Covid19 #Validnews
https://t.co/EKlD4v4YiU","According to WHO data, only 6 percent of the population in Africa get a complete vaccine.
#WHO #VAKSIN #Skandal # Covid19 #ValidNews
https://t.co/ekld4v4yiu."
348,berita757,2021-11-14 05:30:00,"Berita 757 | 79.6 peratus remaja telah divaksin

Seramai 2,505,157 atau 79.6 peratus populasi remaja berumur 12 hingga 17 tahun di negara ini telah lengkap menerima suntikan vaksin Covid-19, setakat semalam.

#Berita757
#RakyatKeutamaanKami
#Vaksin https://t.co/5XcC2vzl7a","News 757 |79.6 percent of teenagers have been vaccinated

A total of 2,505,157 or 79.6 percent of the 12 to 17-year-old teenage populations in the country have completed the injection of Covid-19 vaccine, as of yesterday.

# Of news757
#RakyatkeTamaankami
#Vaksin https://t.co/5xcc2vzl7a"
349,_____r__baraas,2021-11-14 04:37:54,"Hari Santri 2021 Jamiul Ilmi
https://t.co/LbRM8Xjj52

Hari Pahlawan Nasional  https://t.co/woCEURrTcP
#inuq 
45 Nam THPT Nguyen Khuyen https://t.co/ggTOSD1SmJ
#vaksin 
Hari Guru 2021
https://t.co/MA6zqyyqlw

#iinuq
 SUKSESKANVAKSINASI2021
https://t.co/31HAIIb6fm","Santri Day 2021 Jamiul Ilmi
https://t.co/LBRM8XJJ52.

National Heroes' Day https://t.co/WoCeURRTCP
#inuq.
45 nam nguyen khuyen https://t.co/ggtosd1smj
#vaccine
Teacher's Day 2021.
https://t.co/ma6zqyyqlw.

#Iinuq.
 SuccessfulVaccinations2021.
https://t.co/31haiiib6fm."
350,_____r__baraas,2021-11-14 04:36:53,"Hari Pahlawan Nasional  https://t.co/woCEURrTcP
#inuq 
45 Nam THPT Nguyen Khuyen https://t.co/ggTOSD1SmJ
#vaksin 
Hari Guru 2021
https://t.co/MA6zqyyqlw

#iinuq
 SUKSESKANVAKSINASI2021
https://t.co/31HAIIb6fm
💐💐","National Heroes' Day https://t.co/WoCeURRTCP
#inuq.
45 nam nguyen khuyen https://t.co/ggtosd1smj
#vaccine
Teacher's Day 2021.
https://t.co/ma6zqyyqlw.

#Iinuq.
 SuccessfulVaccinations2021.
https://t.co/31haiiib6fm.
💐💐"
351,monitorindo,2021-11-14 04:24:51,"Rumah Bordil Dukung Program Pemerintah, Pelanggan Mau Divaksin Covid Dapat Seks Gratis!  https://t.co/Bcjz9aeR0S #FunPalast #Wina #Austria #Vaccine #VaksinCOVID19 #COVID19","Bordil House Supports Government Programs, Customers Want To Vaccin Covid Can Sex Free!https://t.co/bcjz9aer0s #Funpalast #Wina #Austria #Vaccine # Vaksincovid19 # Covid19"
352,_____r__baraas,2021-11-14 04:11:47,"45 Nam THPT Nguyen Khuyen https://t.co/ggTOSD1SmJ
#vaksin 
Hari Guru 2021
https://t.co/MA6zqyyqlw

#iinuq
 SUKSESKANVAKSINASI2021
https://t.co/31HAIIb6fm
💐💐","45 nam nguyen khuyen https://t.co/ggtosd1smj
#vaccine
Teacher's Day 2021.
https://t.co/ma6zqyyqlw.

#Iinuq.
 SuccessfulVaccinations2021.
https://t.co/31haiiib6fm.
💐💐"
353,realFARAWAHIDA,2021-11-14 03:42:46,".
Suntikan ke 3.........ahhhh nevessss laaa💉💉💉
.
Tengok saya k malam ni di tv1
.
#rtm #rtm1 #borakdulu #vaksin #rancangan #booster #dosketiga #bincangkan #doktor #celebrity https://t.co/Q77w2WVoaf",".
Injection to 3 ......... Ahhhh Nevessss laaa💉💉💉
.
Look at me k Ni's night on TV1
.
#rtm # rtm1 #borakulu #vaksin #bound #boster #dosketiga #doktor #celebrity https://t.co/q77w2wvoaf"
354,my_sharing,2021-11-14 02:50:56,"SEAKAN-AKAN #vaksin LEBIH DARI #agama. Tayang perdana, 14/11/2021 pukul 14.00 WIB di https://t.co/REtadDbobu https://t.co/5FJJcRNjXo","As if #Vaksin is more than #agama.First air, 14/11/2021 at 14.00 WIB at https://t.co/retaddbu https://t.co/5Fjjcrnjxo"
355,humaspolsektbn,2021-11-14 02:17:22,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/xPETFUAq99","Although the positive number of Covid-19 terandai, keep the proces for those who don't yet, let's join vaccination # vaksincovid19 #VakSinpresisi #VakSinpresisitnipolri #Bersatulawancorona #Polrestabanan #ProkesAgahPandemi https://t.co/xpetFuaq99"
356,mainmainid_,2021-11-14 02:12:16,"WHO: Jutaan Anak Tidak Divaksin Karena Pandemi, Risiko Wabah Campak Tinggi

https://t.co/xxrDxSTPCn

#Corona #COVID19 #coronavirus #CoronavirusUpdates  #Vaccine #Vaksin","WHO: Millions of children are not vaccinated because of a pandemic, the risk of high measles outbreaks

https://t.co/xxrdxStpCn.

#Corona # Covid19 #Coronavirus #CoronavirusUpdates #Vaccine #VAKSIN"
357,TabananHumas,2021-11-14 02:04:09,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/BptBhVBbZg","Although the positive numbers of Covid-19 terandai, keep in mind the proces for those who don't yet, let's join vaccination # vaksìncovid19 #VakSinpresisi #VakSinpresisitnipolri #Bersatulawancorona #Polrestabanan #ProkesAgahPandemi https://t.co/BPTBHVBBZG"
358,nusabalicom,2021-11-14 01:59:53,"Sehari, Capaian Vaksinasi Bertambah 2.318 Orang https://t.co/CAUWzRLV1l #VaksinCovid19  #DinkesJembrana #GTPPCovid19Jembrana #SatgasCovid19Jembrana #nusabali #berita",People Updated Vaccination 2.318 people https://t.co/Cauwzrlv1L # VaksCover19 #dinkesjembrana # gtppcovid19jemba # s Satgascovid19jembrana #nusabali #bangita
359,HKerambitan,2021-11-14 01:48:01,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/X2rdmWCcgW","Although the positive number of Covid-19 terandai, keep the proces for those who don't yet, let's join vaccination # vacakncovid19 #VakSinpresisi #VakSinpresisitnipolri #Bersatulawancorona #PolRESTabanan #ProkesAgahPandemi https://t.co/x2rdmwcf"
360,HBaturiti,2021-11-14 01:14:52,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/7WBKbVxvD9","Although the positive number of Covid-19 terandai, keep in mind the proces for those who don't yet, let's join vaccination # vaksincovid19 #VakSinpresisi #VakSinpresisitnipolri #Bersatulawancorona #PolrAstabanan #ProkesAgahPandemi https://t.co/7WBKBVXVD9"
361,kepowin,2021-11-14 01:07:54,Cara Membisukan Suara di Zoom Meeting di HP Android dan Laptop#Viral #Gempa #WorldWar #IkatanCinta #AllRounderLAYDay #Islam #Muslim #Haram #KPOP #Oppa #Vaksin #Indonesia #PeoplePower #Korea #Kdrama... https://t.co/TStvbbPznx,How to Made Voice on Zoom Meeting on Android Phones and Laptop # Viral # Grounder #Worldwar #ikatanCinta #AllRounderlayDay #Imuslim #Haram #KPOP #OPPA #VAKSIN #Indonesia #PeopLepower #Korea #Kdrama ... https: // t.CO / TSTVBBPZNX.
362,TabananPolres,2021-11-14 01:02:12,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/BptBhVBbZg","Although the positive numbers of Covid-19 terandai, keep in mind the proces for those who don't yet, let's join vaccination # vaksìncovid19 #VakSinpresisi #VakSinpresisitnipolri #Bersatulawancorona #Polrestabanan #ProkesAgahPandemi https://t.co/BPTBHVBBZG"
363,Maharani121212,2021-11-14 00:55:26,Harga Tiket NPM Jakarta Padang Terbaru 2021#Viral #Gempa #WorldWar #IkatanCinta #AllRounderLAYDay #Islam #Muslim #Haram #KPOP #Oppa #Vaksin #Indonesia #PeoplePower #Korea #Kdrama... https://t.co/p8p1RcT24x,The price of the latest Jakarta NPM ticket 2021 # Viral # earthway #Worldwar #ikatanCinta #AllRounderlayday #ImusLim #Haram #KPOP #OPPA #VAKSIN #Indonesia #PeopLepower #Korea #Kdrama ... https://t.co/p8p1rct24x
364,kepowin,2021-11-14 00:55:25,Harga Tiket NPM Jakarta Padang Terbaru 2021#Viral #Gempa #WorldWar #IkatanCinta #AllRounderLAYDay #Islam #Muslim #Haram #KPOP #Oppa #Vaksin #Indonesia #PeoplePower #Korea #Kdrama... https://t.co/HaJ3AJyOEi,The latest Jakarta Padang NPM ticket price 2021 # Viral # 1.Worldwar #ikatanCinta #AllRounderlayDay #Imuslim #Haram #KPOP #OPPA #VAKSIN #Indonesia #PeopLepower #Korea #Kdrama ... https://t.co/haj3ajyleei
365,Maharani121212,2021-11-14 00:43:34,Tiket Kapal Balikpapan Surabaya Harga Terjangkau Terbaru#Viral #Gempa #WorldWar #IkatanCinta #AllRounderLAYDay #Islam #Muslim #Haram #KPOP #Oppa #Vaksin #Indonesia #PeoplePower #Korea #Kdrama... https://t.co/mYNx0AICOK,BALIKPAPAN BALIKPAPAN TICKET SURABAYA Latest Price Affordable # Viral # Earth -Worldwar #ikatanCinta #AllRounderlayDay #ImusLim #Haram #KPOP #OPPA #VAKSIN #Indonesia #PeopLepower #Korea #Kdrama ... https://t.co/mynx0aicok
366,kepowin,2021-11-14 00:43:32,Tiket Kapal Balikpapan Surabaya Harga Terjangkau Terbaru#Viral #Gempa #WorldWar #IkatanCinta #AllRounderLAYDay #Islam #Muslim #Haram #KPOP #Oppa #Vaksin #Indonesia #PeoplePower #Korea #Kdrama... https://t.co/vXYwKqBYo9,Balikpapan Ship Ticket Surabaya Latest Price Affordable # Viral # Ear -GuintaCinta #AllRounderlayday #IlrounderlayDay #Muslim #Haram #KPOP #OPPA #VAKSIN #Indonesia #PeopLepower #Korea #Kdrama ... https://t.co/VyWKBYO9
367,PSelemadeg,2021-11-14 00:38:09,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/gmCXgxwoES","Although the positive number of Covid-19 terandai, keep the prokes for those who don't yet, let's join vaccination # vaksìncovid19 #VakSinpresisi #VakSinpresisitnipolri #Bersatulawancorona #Polrestabanan #ProkesAgahPandemi https://t.co/GMCXGXWOES"
368,PolsekPupuan,2021-11-14 00:15:08,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/yWX9pZmzaN","Although the positive numbers of Covid-19 terandai, keep guarding the proces for those who have not yet, let's join vaccination # vaksincovid19 #VakSinpresisi #VakSinpresisitNipolri #Bersatulawancorona #Polrestabanan #ProkesAgahPandemi https://t.co/ywx9pzmzan"
369,TabananHumas,2021-11-13 23:23:33,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/rtjLxzu3E7","Although the positive number of Covid-19 terandai, keep the proces for those who don't yet, let's take part in vaccination # vaksìncovid19 #VakSinpresisi #VakSinPresisitnipolri #Bersatulawancorona #Polrestabanan #prokescegahpandemi https://t.co/rtjlxzu3e7"
370,TabananHumas,2021-11-13 23:15:49,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/rtjLxzu3E7","Although the positive number of Covid-19 terandai, keep the proces for those who don't yet, let's take part in vaccination # vaksìncovid19 #VakSinpresisi #VakSinPresisitnipolri #Bersatulawancorona #Polrestabanan #prokescegahpandemi https://t.co/rtjlxzu3e7"
371,PSeltim,2021-11-13 23:01:31,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/EqYLY7Aeeq","Although the positive number of Covid-19 terandai, keep prokes for those who don't, let's join vaccination # vaksìncovid19 #VakSinpresisi #VakSinpresisitnipolri #Bersatulawancorona #PolRESTabanan #ProkesAgahpandemi https://t.co/eqyly7aeeq"
372,polsekmarga,2021-11-13 23:00:21,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/bSuQBpZoW6","Although the positive numbers of Covid-19 terandai, keep the proces for those who do not yet, let's join vaccination # vaksìncovid19 #VakSinpresisi #VakSinpresisitnipolri #Bersatulawancorona #PolrAstabanan #ProkesAgahPandemi https://t.co/bsuqbpzow6"
373,tabanan_polres,2021-11-13 22:42:00,"Walaupun angka positif Covid-19 melandai, tetap jaga Prokes bagi yang belum, ayo ikut vaksinasi #vaksìncovid19 #vaksinpresisi #vaksinpresisitnipolri #BersatuLawanCorona #polrestabanan #ProkesCegahPandemi https://t.co/BptBhVBbZg","Although the positive numbers of Covid-19 terandai, keep in mind the proces for those who don't yet, let's join vaccination # vaksìncovid19 #VakSinpresisi #VakSinpresisitnipolri #Bersatulawancorona #Polrestabanan #ProkesAgahPandemi https://t.co/BPTBHVBBZG"
374,traxxfmofficial,2021-11-13 15:50:02,"Penduduk Austria yang belum divaksinasi mungkin akan dikenakan perintah berkurung.

Perintah berkurung akan dikenakan di bandar yang terjejas teruk termasuk Salzburg, dijangka bermula Isnin ini.

Foto : AFP

#onenews #austria #lockdown #vaksin https://t.co/pJOf6AN3q3","The unpredictable Austrian population may be subjected to a curfew.

The curfew will be charged in the affected city, including Salzburg, expected to start this Monday.

Photo: AFP

#onenews #austria #lockdown #vaksin https://t.co/pjof6an3q3"
375,mayriri05,2021-11-13 15:00:42,"kalian nggak datang tanpa kabar. Sayang sisa vaksinnya kebuang atau mungkin orang lain nggak jadi vaksin karena nggak cukup orang.
#vaksin #Moderna #booster","You don't come without news.Unfortunately the rest of the vaccine is keugu or maybe someone else doesn't become a vaccine because it's not enough.
#VAKSIN #MODERNA #BOOSTER"
376,ZonaWajibSenyum,2021-11-13 14:03:12,"#vaksinyuk Ajak seluruh masyarakat segera vaksinasi untuk keselamatan bersama

#vaksin #vaksinasi https://t.co/dbojdO9bav","#VakSinyuk invited the whole community immediately vaccinated for shared safety

#VAKSIN #VACTIVE https://t.co/DBOJDO9BAV."
377,lionhea7t,2021-11-13 14:02:56,"#vaksinyuk Ajak seluruh masyarakat segera vaksinasi untuk keselamatan bersama

#vaksin #vaksinasi https://t.co/niWePHfxJx","#VakSinyuk invited the whole community immediately vaccinated for shared safety

#VAKSIN #VACTIVE https://t.co/niwephFXJX."
378,prokabar,2021-11-13 12:27:22,Hidayati Apresiasi Polda Sumbar Terkait Percepatan #vaksinasi #covid di Bayang. Kunjungi https://t.co/ODEtEQiZKT . #hdp #MIN #PesisirSelatan #Pessel #vaksin https://t.co/dP2bZrPtrq,Hidayati appreciation of the West Sumatra Regional Police related to the acceleration of #Covid #Covid in the shadow.Visit https://t.co/OdeteQizkt.#HDP #MINI #PECIAL #PESSEL #VAKSIN https://t.co/DP2BZRPTRQ
379,pikobar_jabar,2021-11-13 11:13:56,"Yuk, baca informasinya di sini!

#Pikobar #PikoCampaign #VaksinCovid19 #Pandemi https://t.co/k3YfDAi4sx","Come on, read the information here!

#Pikobar #pikocampaign # Vaksincovid19 #Pandemi https://t.co/K3YFDai4SX"
380,tribunpontianak,2021-11-13 11:08:22,"Angka Vaksinasi Covid Indonesia Terbaru
#BeritaTerkini #beritaViral #berita #NEWS #NewsUpdate #Viral #viralTiktok #viraltwitter #viralkan #BeritaJogja #BeritaJakarta #COVID19 #Covid #Covid_19 #COVIDー19 #Vaksinasi #vaksin #vaksinpulihkannegeri https://t.co/1k463KHyaD","The latest Indonesian covid vaccination figure
#Beritaterkini #BeritaViral #Berita #News #NewsUpdate #VIRAL #VIRALTOK #VIRALTWITTHT #VIRALAN #BERITAJOJJA #BERITAJAKARTA # Covid19 #Covid # Covid_19 #Covid ー 19 #VACKINATION #VAKSIN #VAKSINPRILIVE INTERNEGERIEFS :T.CO /1K463KHYAD"
381,tribunpontianak,2021-11-13 11:06:24,"Jerman Dihantam Gelombang Covid
#BeritaTerkini #beritaViral #berita #NEWS #NewsUpdate #Viral #viralTiktok #viraltwitter #viralkan #BeritaJogja #BeritaJakarta #COVID19 #Covid #Covid_19 #COVIDー19 #Vaksinasi #vaksin https://t.co/JBFrwEPxtR","Germany was hit by covid waves
#Beritater #BeritaViral #Berita #News #NewsUpdate #VIRAL #VIRALTOK #VIRALTWITTHT #VIRALAN #BERITAJOJA #BERITAJAKARTA # Covid19 #Covid # Covid_19 #Covid ー 19 #VACKINATION #VAKSIN https://t.co/jbFrwepxtr"
382,OfficialiNewsTV,2021-11-13 11:00:02,"BIN daerah Jawa Timur menggelar vaksinasi di salah satu kecamatan yang memiliki populasi penduduk terbanya di Blitar. Program ini untuk mempercepat target vaksinasi. HEL

#iNews #Vaksin #Sinovac #Dosis #BIN #JawaTimur #Blitar #Nakes https://t.co/zgZ7pB77HR","The East Java Regional Bin held vaccinations in one of the sub-districts who have the adopted population in Blitar.This program is to accelerate vaccination targets.Hel

#Inews #VAKSIN #DOVAC #Dosis #Bin #Jawatimur #BLITAR #NAKES https://t.co/ZGZ7PB77HR"
383,IsuBogor,2021-11-13 10:40:38,"Orang Dalam Perusahaan Ungkap Shindong Super Junior Positif Covid-19 Setelah Divaksin

#Shindong #Covid19 #vaksin
https://t.co/uhqyh1NSdn","People in the company revealed Shindong Super Junior Positive Covid-19 after being vaccinated

#Shindong # covid19 #VAKSIN
https://t.co/uhqyh1nsdn."
384,jpnncom,2021-11-13 10:34:02,Vaksin Sinovac kembali merapat di Indonesia sebanyak delapan juta dosis untuk mencapai target 123 juta penduduk telah vaksinasi. #Vaksin https://t.co/Wimp5JB45i,The Sinovac vaccine again docked in Indonesia as many as eight million doses to reach the target of 123 million inhabitants of vaccination.#VAKSIN https://t.co/Wimp5JB45i.
385,lampostco,2021-11-13 10:30:47,"Pemerintah Kota (Pemkot) Bandar Lampung menargetkan pada Desember 2021 seluruh masyarakat telah diberikan vaksin.
#pemkotbandarlampung #vaksinasiturunkancovid #vaksin #vaccination #lampostco
https://t.co/hddQBlgG9l","The City Government (Pemkot) of Bandar Lampung targets December 2021 throughout the community has been given a vaccine.
#pemkotbandarlampung #VakSinasitureCovid #VAKSIN #VACCINATION #LAMPOSTCO
https://t.co/HDDQBLGG9L."
386,sinekadtraveler,2021-11-13 10:30:16,"Komite Tetap Vaksinasi Jerman, STIKO, mengumumkan hanya #vaksin BioNTech-Pfizer yang boleh diberikan kepada orang di bawah usia 30 tahun.
Mengapa demikian? 🤔
https://t.co/ogPumIv8Wl","The German vaccination fixed committee, Stiko, announced only #vaksin bionth-pfizer that can be given to people under the age of 30.
Why so?🤔
https://t.co/ogpumiv8wl"
